,all star,death date,death year,experience,first year,games,last year,link,name
3413,0,1964-12-31,1964,11,1907,1283,1917,/players/b/byrnebo01.shtml,Bobby Byrne
3414,0,,1964,1,1913,1,1913,/players/c/cabreal01.shtml,Al Cabrera
3415,0,1964-04-16,1964,4,1901,54,1906,/players/c/casech01.shtml,Charlie Case
3416,0,1964-05-29,1964,1,1908,40,1908,/players/c/catesel01.shtml,Eli Cates
3417,0,1964-04-05,1964,1,1914,7,1914,/players/c/clemebo01.shtml,Bob Clemens
3418,0,1964-08-05,1964,5,1932,439,1936,/players/c/colemed01.shtml,Ed Coleman
3419,0,1964-06-12,1964,1,1925,43,1925,/players/c/connobu01.shtml,Bud Connolly
3420,0,1964-09-16,1964,1,1950,7,1950,/players/c/conyehe01.shtml,Herb Conyers
3421,0,1964-06-16,1964,8,1936,472,1949,/players/c/culledi01.shtml,Dick Culler
3422,0,1964-04-20,1964,6,1922,129,1927,/players/d/dyered01.shtml,Eddie Dyer
3423,0,1964-12-13,1964,1,1935,37,1935,/players/e/erickha01.shtml,Hank Erickson
3424,0,1964-08-17,1964,6,1915,749,1920,/players/f/felscha01.shtml,Happy Felsch
3425,0,1964-12-22,1964,4,1906,29,1909,/players/f/fienelo01.shtml,Lou Fiene
3426,0,1964-07-07,1964,1,1945,17,1945,/players/g/gardngl01.shtml,Glenn Gardner
3427,0,1964-05-07,1964,1,1906,4,1906,/players/g/goodwcl01.shtml,Clyde Goodwin
3428,0,1964-10-11,1964,1,1912,6,1912,/players/g/graydo02.shtml,Stan Gray
3429,0,1964-07-29,1964,8,1911,239,1925,/players/g/greggve01.shtml,Vean Gregg
3430,0,1964-01-17,1964,1,1897,3,1897,/players/g/grimejo01.shtml,John Grimes
3431,0,1964-04-01,1964,3,1911,32,1914,/players/h/hagemca01.shtml,Casey Hageman
3432,0,1964-10-19,1964,14,1911,569,1934,/players/h/hartlgr01.shtml,Grover Hartley
3433,0,1964-01-15,1964,1,1914,8,1914,/players/h/hendeed01.shtml,Ed Henderson
3434,0,1964-04-22,1964,1,1912,1,1912,/players/h/herrihe01.shtml,Herb Herring
3435,0,1964-11-19,1964,9,1919,378,1928,/players/h/hofmafr01.shtml,Fred Hofmann
3436,0,1964-02-15,1964,3,1961,324,1963,/players/h/hubbske01.shtml,Ken Hubbs
3437,1,1964-11-12,1964,11,1939,354,1953,/players/h/hutchfr01.shtml,Fred Hutchinson
3438,0,1964-08-09,1964,2,1915,74,1918,/players/j/johnspe01.shtml,Pete Johns
3439,0,1964-08-30,1964,9,1917,853,1925,/players/j/jonesbo01.shtml,Bob Jones
3440,0,1964-06-02,1964,2,1910,11,1914,/players/k/kadinja01.shtml,Jack Kading
3441,0,1964-12-07,1964,1,1930,2,1930,/players/k/karlobi01.shtml,Bill Karlon
3442,0,1964-12-06,1964,3,1907,75,1912,/players/k/keefebo01.shtml,Bobby Keefe
3443,0,1964-04-14,1964,4,1912,203,1915,/players/k/kirkpen01.shtml,Enos Kirkpatrick
3444,0,1964-01-15,1964,1,1918,4,1918,/players/l/larmobo01.shtml,Bob Larmore
3445,0,1964-11-13,1964,8,1905,742,1913,/players/l/lordbr01.shtml,Bris Lord
3446,0,1964-05-25,1964,1,1903,79,1903,/players/m/martijo01.shtml,Joe Martin
3447,0,1964-05-10,1964,6,1909,176,1916,/players/m/mcconge01.shtml,George McConnell
3448,0,1964-09-11,1964,1,1912,5,1912,/players/m/mcderre01.shtml,Red McDermott
3449,0,1964-09-27,1964,3,1931,16,1933,/players/m/mclauju01.shtml,Jud McLaughlin
3450,0,1964-05-20,1964,1,1905,1,1905,/players/m/moorege01.shtml,Frank Moore
3451,0,1964-10-13,1964,1,1917,4,1917,/players/m/mooresc01.shtml,Scrappy Moore
3452,0,1964-04-08,1964,13,1903,1075,1916,/players/m/moriage02.shtml,George Moriarty
3453,0,1964-07-27,1964,1,1921,12,1921,/players/m/mulredo01.shtml,Dominic Mulrenan
3454,0,1964-07-20,1964,2,1929,135,1930,/players/n/narlebi01.shtml,Bill Narleski
3455,0,1964-05-20,1964,1,1908,1,1908,/players/n/neighcy01.shtml,Cy Neighbors
3456,0,1964-04-08,1964,9,1919,672,1927,/players/o/o'neimi02.shtml,Mickey O'Neil
3457,0,1964-08-06,1964,5,1922,97,1926,/players/o/ogdencu01.shtml,Curly Ogden
3458,0,1964-02-12,1964,1,1946,4,1946,/players/p/pawelte01.shtml,Ted Pawelek
3459,0,1964-12-27,1964,5,1910,402,1915,/players/p/phelaar01.shtml,Art Phelan
3460,0,1964-11-06,1964,1,1930,14,1930,/players/p/phillbu01.shtml,Buz Phillips
3461,0,1964-02-12,1964,2,1920,8,1921,/players/p/pieroal01.shtml,Al Pierotti
3462,0,1964-04-13,1964,1,1932,5,1932,/players/p/pipgred01.shtml,Ed Pipgras
3463,0,1964-09-08,1964,2,1928,107,1929,/players/r/redfebu01.shtml,Buck Redfern
3464,0,1964-09-03,1964,4,1912,31,1916,/players/r/ritteha01.shtml,Hank Ritter
3465,0,1964-07-01,1964,1,1914,5,1914,/players/r/rogerja01.shtml,Jay Rogers
3466,0,1964-12-31,1964,3,1927,184,1930,/players/r/rollire01.shtml,Red Rollings
3467,0,1964-02-22,1964,1,1895,24,1895,/players/s/samulik01.shtml,Ike Samuels
3468,0,1964-07-20,1964,2,1911,46,1912,/players/s/scharbi01.shtml,Bill Schardt
3469,0,1964-10-06,1964,1,1911,3,1911,/players/s/schreba01.shtml,Barney Schreiber
3470,0,1964-03-03,1964,1,1945,8,1945,/players/s/scottle02.shtml,Lefty Scott
3471,0,1964-03-10,1964,1,1906,1,1906,/players/s/shannwa01.shtml,Warren Shanabrook
3472,0,1964-05-03,1964,1,1905,2,1905,/players/s/sheage01.shtml,Gerry Shea
3473,0,1964-02-04,1964,1,1907,18,1907,/players/s/smithfr04.shtml,Fred Smith
3474,0,1964-07-26,1964,1,1912,1,1912,/players/s/smithha05.shtml,Harry Smith
3475,0,1964-02-27,1964,3,1907,170,1911,/players/s/smithto03.shtml,Tony Smith
3476,0,1964-06-15,1964,1,1930,3,1930,/players/s/spottji01.shtml,Jim Spotts
3477,0,1964-11-11,1964,14,1906,1096,1925,/players/s/stanaos01.shtml,Oscar Stanage
3478,0,1964-08-04,1964,3,1925,86,1929,/players/s/standje01.shtml,Jerry Standaert
3479,0,1964-09-05,1964,2,1908,93,1909,/players/s/stemfr01.shtml,Fred Stem
3480,0,1964-06-07,1964,4,1904,105,1907,/players/s/stricel01.shtml,Elmer Stricklett
3481,0,1964-11-05,1964,2,1924,22,1926,/players/s/strykdu01.shtml,Dutch Stryker
3482,0,1964-09-09,1964,4,1921,45,1925,/players/s/stuelge01.shtml,George Stueland
3483,0,1964-07-19,1964,3,1901,8,1906,/players/s/swormle01.shtml,Len Swormstedt
3484,0,1964-04-07,1964,1,1915,2,1915,/players/t/tillmjo01.shtml,Johnny Tillman
3485,0,1964-09-22,1964,1,1917,4,1917,/players/t/torkere01.shtml,Red Torkelson
3486,0,1964-02-15,1964,1,1915,1,1915,/players/t/trautfr01.shtml,Fred Trautman
3487,0,1964-04-08,1964,5,1959,88,1963,/players/u/umbriji01.shtml,Jim Umbricht
3488,0,1964-03-02,1964,2,1944,110,1945,/players/v/vaughfr01.shtml,Fred Vaughn
3489,0,1964-12-15,1964,1,1917,2,1917,/players/w/wachtpa01.shtml,Paul Wachtel
3490,0,1964-12-31,1964,1,1919,2,1919,/players/w/wallado01.shtml,Doc Wallace
3491,0,1964-05-26,1964,2,1913,92,1914,/players/w/waresbu01.shtml,Buzzy Wares
3492,0,1964-05-31,1964,11,1930,1205,1940,/players/w/warstra01.shtml,Rabbit Warstler
3493,0,1964-10-20,1964,7,1935,172,1942,/players/w/whitejo02.shtml,John Whitehead
3494,0,1964-04-16,1964,5,1911,410,1915,/players/w/willigu02.shtml,Gus Williams
3495,0,1964-04-17,1964,2,1918,11,1927,/players/w/willski01.shtml,Kid Willson
3496,0,1964-10-09,1964,6,1919,493,1928,/players/w/wingoal01.shtml,Al Wingo
3497,0,1964-12-05,1964,1,1920,1,1920,/players/w/wingoed01.shtml,Ed Wingo
3498,0,1964-06-27,1964,2,1914,242,1915,/players/w/wistete01.shtml,Tex Wisterzil
3499,0,1964-05-23,1964,1,1912,1,1912,/players/w/wolfer01.shtml,Ernie Wolf
3500,0,1964-11-16,1964,2,1921,81,1922,/players/y/yaryaya01.shtml,Yam Yaryan
3501,0,1964-04-10,1964,2,1921,38,1922,/players/y/yelloch01.shtml,Chief Yellow Horse
3502,0,1964-09-26,1964,5,1923,125,1929,/players/z/zahnipa01.shtml,Paul Zahniser
3503,0,1964-06-12,1964,1,1921,2,1921,/players/z/zinkwa01.shtml,Walter Zink
3504,0,1965-01-20,1965,19,1898,230,1933,/players/a/altroni01.shtml,Nick Altrock
3505,0,1965-03-06,1965,18,1909,1580,1929,/players/a/austiji01.shtml,Jimmy Austin
3506,0,1965-10-28,1965,8,1914,500,1922,/players/b/barbawa01.shtml,Walter Barbare
3507,0,1965-05-01,1965,2,1907,4,1910,/players/b/barbefr01.shtml,Frank Barberich
3508,0,1965-05-17,1965,3,1903,19,1907,/players/b/bartlbi01.shtml,Bill Bartley
3509,0,1965-09-30,1965,1,1927,6,1927,/players/b/battlji01.shtml,Jim Battle
3510,0,1965-07-21,1965,4,1912,179,1915,/players/b/bediehu01.shtml,Hugh Bedient
3511,0,1965-02-07,1965,5,1914,448,1918,/players/b/betzebr01.shtml,Bruno Betzel
3512,0,1965-05-25,1965,2,1920,28,1925,/players/b/biemiha01.shtml,Harry Biemiller
3513,0,1965-04-21,1965,1,1944,2,1944,/players/b/birasst01.shtml,Steve Biras
3514,0,1965-10-15,1965,3,1958,41,1961,/players/b/brickfr02.shtml,Fritz Brickell
3515,0,1965-02-05,1965,1,1912,9,1912,/players/b/brinkbi01.shtml,Bill Brinker
3516,0,1965-05-13,1965,1,1912,9,1912,/players/b/brownbi01.shtml,Bill Brown
3517,0,1965-07-07,1965,1,1924,1,1924,/players/b/burkepa01.shtml,Pat Burke
3518,0,1965-06-15,1965,2,1913,34,1920,/players/c/calvoja01.shtml,Jack Calvo
3519,0,1965-06-08,1965,1,1903,15,1903,/players/c/clarkpe01.shtml,Pep Clark
3520,0,1965-10-11,1965,2,1909,68,1910,/players/c/colewi01.shtml,Willis Cole
3521,0,1965-08-08,1965,1,1910,2,1910,/players/c/crablge01.shtml,George Crable
3522,0,1965-12-06,1965,3,1912,55,1914,/players/c/crossfr02.shtml,Frank Crossin
3523,0,1965-06-21,1965,1,1963,1,1963,/players/d/dahlja01.shtml,Jay Dahl
3524,2,1965-10-12,1965,13,1934,449,1946,/players/d/daviscu01.shtml,Curt Davis
3525,0,1965-10-03,1965,3,1911,335,1915,/players/d/drakede01.shtml,Delos Drake
3526,0,1965-10-24,1965,1,1941,14,1941,/players/d/dudrajo01.shtml,John Dudra
3527,0,1965-01-19,1965,6,1922,145,1928,/players/e/edwarji01.shtml,James Edwards
3528,0,1965-07-14,1965,4,1925,171,1931,/players/e/eichrik01.shtml,Ike Eichrodt
3529,0,1965-05-19,1965,7,1914,145,1922,/players/e/ericker01.shtml,Eric Erickson
3530,0,1965-07-15,1965,1,1910,17,1910,/players/f/fanweha01.shtml,Harry Fanwell
3531,0,1965-04-11,1965,1,1919,9,1919,/players/f/fishbsa01.shtml,Sam Fishburn
3532,0,1965-11-02,1965,2,1919,4,1920,/players/f/fishecl01.shtml,Clarence Fisher
3533,0,1965-01-25,1965,1,1928,7,1928,/players/f/fitzbch01.shtml,Charlie Fitzberger
3534,0,1965-10-23,1965,3,1915,251,1917,/players/f/fitzped01.shtml,Ed Fitzpatrick
3535,0,1965-10-30,1965,2,1902,5,1903,/players/f/fohlle01.shtml,Lee Fohl
3536,0,1965-10-29,1965,3,1915,40,1923,/players/f/fullefr01.shtml,Frank Fuller
3537,0,1965-02-17,1965,2,1914,117,1915,/players/g/gilbela01.shtml,Larry Gilbert
3538,0,1965-11-24,1965,1,1910,2,1910,/players/g/goodra01.shtml,Ralph Good
3539,0,1965-08-25,1965,1,1905,1,1905,/players/g/grahamo01.shtml,Moonlight Graham
3540,0,1965-11-12,1965,1,1913,1,1913,/players/g/greggda01.shtml,Dave Gregg
3541,0,1965-08-21,1965,7,1923,121,1938,/players/h/harribi01.shtml,Bill Harris
3542,0,1965-02-11,1965,2,1899,17,1904,/players/h/herrile01.shtml,Lefty Herring
3543,0,1965-11-27,1965,1,1920,3,1920,/players/h/hollabi01.shtml,Bill Hollahan
3544,0,1965-05-02,1965,3,1920,67,1922,/players/h/hoodwa01.shtml,Wally Hood
3545,0,1965-09-02,1965,3,1943,338,1945,/players/h/hoovejo01.shtml,Joe Hoover
3546,0,1965-01-14,1965,3,1913,19,1915,/players/h/hoppebi01.shtml,Bill Hopper
3547,0,1965-02-22,1965,4,1920,254,1926,/players/h/hubercl01.shtml,Clarence Huber
3548,0,1965-06-24,1965,9,1938,211,1946,/players/h/humphjo02.shtml,Johnny Humphries
3549,0,1965-08-19,1965,1,1918,5,1918,/players/j/jacobla01.shtml,Larry Jacobus
3550,0,1965-01-14,1965,3,1912,8,1917,/players/j/johnswa02.shtml,Ellis Johnson
3551,0,1965-04-09,1965,1,1912,2,1912,/players/k/ketteph01.shtml,Phil Ketter
3552,0,1965-04-06,1965,1,1926,2,1926,/players/k/kneisru01.shtml,Rudy Kneisch
3553,0,1965-12-19,1965,8,1905,767,1913,/players/k/knighjo02.shtml,John Knight
3554,0,1965-09-24,1965,1,1924,6,1924,/players/k/knoxcl01.shtml,Cliff Knox
3555,0,1965-01-13,1965,3,1912,67,1916,/players/k/kochebr01.shtml,Brad Kocher
3556,0,1965-02-08,1965,10,1924,309,1933,/players/k/kremera01.shtml,Ray Kremer
3557,0,1965-04-19,1965,2,1904,87,1905,/players/l/lautebi01.shtml,Bill Lauterborn
3558,0,1965-10-23,1965,2,1916,71,1917,/players/l/lawryot01.shtml,Otis Lawry
3559,0,1965-09-03,1965,1,1928,2,1928,/players/l/leoporu01.shtml,Rudy Leopold
3560,0,1965-07-27,1965,2,1919,49,1920,/players/l/lunteha01.shtml,Harry Lunte
3561,0,1965-12-20,1965,4,1944,60,1948,/players/l/lyonsal01.shtml,Al Lyons
3562,0,1965-10-04,1965,1,1928,13,1928,/players/m/macdoha01.shtml,Harvey MacDonald
3563,0,1965-12-29,1965,3,1914,77,1918,/players/m/mainal01.shtml,Alex Main
3564,0,1965-01-05,1965,1,1908,23,1908,/players/m/manusfr01.shtml,Frank Manush
3565,4,1965-03-05,1965,13,1928,1189,1944,/players/m/martipe01.shtml,Pepper Martin
3566,0,1965-10-05,1965,3,1923,192,1925,/players/m/matthwi02.shtml,Wid Matthews
3567,0,1965-10-03,1965,1,1948,2,1948,/players/m/mccarje01.shtml,Jerry McCarthy
3568,0,1965-10-29,1965,11,1907,846,1920,/players/m/mckecbi01.shtml,Bill McKechnie
3569,0,1965-05-29,1965,10,1915,492,1925,/players/m/mcnalmi01.shtml,Mike McNally
3570,0,1965-11-04,1965,5,1921,329,1925,/players/m/mitchjo01.shtml,Johnny Mitchell
3571,0,1965-05-01,1965,14,1909,1310,1925,/players/m/myershy01.shtml,Hi Myers
3572,0,1965-10-22,1965,1,1912,2,1912,/players/n/nagello01.shtml,Lou Nagelsen
3573,0,1965-12-15,1965,3,1941,87,1943,/players/n/newsodi01.shtml,Dick Newsome
3574,0,1965-02-11,1965,3,1904,162,1907,/players/n/noonape01.shtml,Pete Noonan
3575,0,1965-10-23,1965,2,1921,11,1922,/players/o/odenwte01.shtml,Ted Odenwald
3576,0,1965-09-01,1965,14,1911,1574,1924,/players/o/olsoniv01.shtml,Ivy Olson
3577,0,1965-03-02,1965,1,1914,1,1914,/players/o/ostenfr01.shtml,Fred Ostendorf
3578,0,1965-08-30,1965,6,1945,149,1950,/players/p/papisfr01.shtml,Frank Papish
3579,0,1965-04-05,1965,1,1919,2,1919,/players/p/pasqumi01.shtml,Mike Pasquella
3580,0,1965-02-07,1965,2,1912,39,1914,/players/p/peterru01.shtml,Rube Peters
3581,0,1965-01-11,1965,15,1913,1872,1928,/players/p/pippwa01.shtml,Wally Pipp
3582,0,1965-08-15,1965,1,1957,24,1957,/players/p/pitulst01.shtml,Stan Pitula
3583,0,1965-05-14,1965,2,1906,53,1907,/players/q/quillle01.shtml,Lee Quillin
3584,0,1965-12-09,1965,4,1905,120,1914,/players/r/rickebr01.shtml,Branch Rickey
3585,0,1965-07-06,1965,12,1917,391,1928,/players/r/ringji01.shtml,Jimmy Ring
3586,0,1965-09-27,1965,2,1921,21,1925,/players/r/rivieti01.shtml,Tink Riviere
3587,0,1965-07-03,1965,6,1911,150,1918,/players/r/robinha01.shtml,Hank Robinson
3588,0,1965-03-16,1965,1,1929,16,1929,/players/r/roetzed01.shtml,Ed Roetz
3589,0,1965-03-06,1965,19,1913,1842,1931,/players/s/schanwa01.shtml,Wally Schang
3590,0,1965-09-21,1965,9,1915,207,1933,/players/s/seiboso01.shtml,Socks Seibold
3591,0,1965-11-16,1965,1,1924,4,1924,/players/s/sherled01.shtml,Ed Sherling
3592,0,1965-10-23,1965,8,1915,527,1924,/players/s/shortch01.shtml,Chick Shorten
3593,0,1965-12-27,1965,3,1913,17,1915,/players/s/smithbo01.shtml,Bob Smith
3594,0,1965-01-07,1965,8,1916,229,1923,/players/s/smithge02.shtml,George Smith
3595,0,1965-04-21,1965,2,1910,29,1911,/players/s/somerjo01.shtml,Jock Somerlott
3596,0,1965-01-02,1965,6,1907,428,1912,/players/s/stephji01.shtml,Jim Stephens
3597,0,1965-12-08,1965,2,1912,87,1913,/players/s/sterrdu01.shtml,Dutch Sterrett
3598,0,1965-05-04,1965,2,1927,59,1928,/players/s/sturdgu01.shtml,Guy Sturdy
3599,0,1965-01-28,1965,16,1899,1147,1916,/players/s/sullibi03.shtml,Billy Sullivan
3600,0,1965-04-16,1965,5,1925,144,1930,/players/t/tolsoch01.shtml,Chick Tolson
3601,0,1965-07-21,1965,2,1920,8,1921,/players/t/townsir01.shtml,Ira Townsend
3602,0,1965-11-04,1965,1,1913,7,1913,/players/t/trekeha01.shtml,Harry Trekell
3603,0,1965-03-01,1965,6,1939,529,1946,/players/v/vanroma01.shtml,Maurice Van Robays
3604,0,1965-04-11,1965,2,1909,149,1915,/players/v/vaughbo01.shtml,Bobby Vaughn
3605,0,1965-11-14,1965,4,1909,76,1912,/players/w/walkedi01.shtml,Dixie Walker
3606,0,1965-04-01,1965,3,1913,131,1915,/players/w/walkeer01.shtml,Ernie Walker
3607,4,1965-08-29,1965,20,1926,2549,1945,/players/w/wanerpa01.shtml,Paul Waner
3608,0,1965-05-13,1965,1,1965,1,1965,/players/w/wantzdi01.shtml,Dick Wantz
3609,0,1965-04-29,1965,1,1930,4,1930,/players/w/watsojo01.shtml,Johnny Watson
3610,0,1965-05-23,1965,7,1925,650,1933,/players/w/webbea01.shtml,Earl Webb
3611,0,1965-01-21,1965,3,1913,211,1915,/players/w/whalibe01.shtml,Bert Whaling
3612,0,1965-08-07,1965,1,1916,1,1916,/players/w/whittwa01.shtml,Walt Whittaker
3613,0,1965-01-16,1965,11,1899,1457,1909,/players/w/williji01.shtml,Jimmy Williams
3614,0,1965-01-24,1965,9,1913,1022,1922,/players/y/youngra01.shtml,Ralph Young
3615,0,1966-03-31,1966,2,1928,76,1929,/players/a/adkingr01.shtml,Grady Adkins
3616,0,1966-10-30,1966,5,1933,141,1945,/players/b/barredi01.shtml,Dick Barrett
3617,0,1966-03-18,1966,2,1927,5,1928,/players/b/bennefr01.shtml,Frank Bennett
3618,0,1966-08-03,1966,5,1912,71,1917,/players/b/blackea01.shtml,Earl Blackburn
3619,0,1966-12-08,1966,1,1919,3,1919,/players/b/boldebi01.shtml,Bill Bolden
3620,0,1966-01-03,1966,2,1913,21,1914,/players/b/boninlu01.shtml,Luther Bonin
3621,0,1966-02-26,1966,10,1921,282,1933,/players/b/braxtga01.shtml,Garland Braxton
3622,0,1966-11-07,1966,19,1914,1305,1932,/players/b/bressru01.shtml,Rube Bressler
3623,0,1966-10-02,1966,12,1925,249,1941,/players/b/brownju01.shtml,Jumbo Brown
3624,0,1966-08-15,1966,15,1911,1853,1925,/players/b/burnsge01.shtml,George Burns
3625,0,1966-06-02,1966,4,1909,50,1918,/players/c/caseyjo01.shtml,Joe Casey
3626,0,1966-08-04,1966,3,1911,49,1915,/players/c/cavetpu01.shtml,Pug Cavet
3627,0,1966-10-23,1966,2,1944,18,1945,/players/c/cecilre01.shtml,Rex Cecil
3628,0,1966-02-14,1966,2,1909,110,1918,/players/c/coffeja01.shtml,Jack Coffey
3629,0,1966-09-13,1966,3,1913,40,1918,/players/c/comstra01.shtml,Ralph Comstock
3630,0,1966-05-14,1966,1,1915,50,1915,/players/c/connoto01.shtml,Tom Connolly
3631,0,1966-06-01,1966,2,1925,246,1926,/players/c/coxdi01.shtml,Dick Cox
3632,0,1966-09-11,1966,1,1912,1,1912,/players/c/cramebi01.shtml,Bill Cramer
3633,0,1966-10-26,1966,4,1928,126,1931,/players/c/cronibi01.shtml,Bill Cronin
3634,0,1966-04-25,1966,6,1922,153,1927,/players/d/decatar01.shtml,Art Decatur
3635,0,1966-07-22,1966,6,1905,287,1915,/players/d/delahfr01.shtml,Frank Delahanty
3636,0,1966-05-09,1966,1,1912,1,1912,/players/d/delhifl01.shtml,Flame Delhi
3637,0,1966-08-24,1966,4,1912,92,1917,/players/d/dellwh01.shtml,Wheezer Dell
3638,0,1966-08-29,1966,5,1918,196,1927,/players/d/devoral01.shtml,Al DeVormer
3639,0,1966-04-05,1966,2,1921,4,1922,/players/d/dodgesa01.shtml,Sam Dodge
3640,0,1966-01-31,1966,3,1908,119,1910,/players/d/donahpa01.shtml,Pat Donahue
3641,0,1966-08-10,1966,8,1925,646,1933,/players/d/dressch01.shtml,Chuck Dressen
3642,0,1966-01-01,1966,6,1913,195,1920,/players/d/dugeyos01.shtml,Oscar Dugey
3643,7,1966-05-04,1966,15,1939,1978,1953,/players/e/elliobo01.shtml,Bob Elliott
3644,0,1966-12-11,1966,8,1945,195,1952,/players/f/fannicl01.shtml,Cliff Fannin
3645,0,1966-12-20,1966,9,1925,591,1935,/players/f/farredo01.shtml,Doc Farrell
3646,1,1966-04-22,1966,15,1931,1270,1947,/players/f/finnelo01.shtml,Lou Finney
3647,1,1966-07-05,1966,13,1933,1461,1945,/players/f/foxpe01.shtml,Pete Fox
3648,0,1966-10-23,1966,4,1922,80,1929,/players/f/fussefr01.shtml,Fred Fussell
3649,0,1966-05-03,1966,1,1938,2,1938,/players/g/gaddyjo01.shtml,John Gaddy
3650,0,1966-04-12,1966,1,1895,1,1895,/players/g/gannogu01.shtml,Gussie Gannon
3651,0,1966-03-15,1966,3,1924,40,1926,/players/g/geygach01.shtml,Chappie Geygan
3652,0,1966-10-10,1966,10,1916,676,1930,/players/g/gharrpa01.shtml,Patsy Gharrity
3653,0,1966-05-18,1966,2,1915,19,1917,/players/g/goochle01.shtml,Lee Gooch
3654,0,1966-08-01,1966,17,1910,1050,1930,/players/g/gowdyha01.shtml,Hank Gowdy
3655,0,1966-10-29,1966,2,1929,41,1930,/players/g/graboal01.shtml,Al Grabowski
3656,0,1966-11-24,1966,3,1923,26,1926,/players/g/gulleto01.shtml,Tom Gulley
3657,0,1966-10-05,1966,1,1913,1,1913,/players/h/hansoha01.shtml,Harry Hanson
3658,0,1966-04-12,1966,3,1905,45,1907,/players/h/harrijo02.shtml,Joe Harris
3659,0,1966-05-22,1966,5,1910,433,1915,/players/h/hausear01.shtml,Arnold Hauser
3660,0,1966-07-30,1966,1,1913,1,1913,/players/h/hedgpha01.shtml,Harry Hedgpeth
3661,0,1966-06-04,1966,1,1921,3,1921,/players/h/hendebe01.shtml,Bernie Henderson
3662,0,1966-10-06,1966,1,1930,3,1930,/players/h/hendebi01.shtml,Bill Henderson
3663,0,1966-10-31,1966,1,1914,11,1914,/players/j/johnsel01.shtml,Elmer Johnson
3664,0,1966-07-06,1966,22,1914,713,1935,/players/j/jonessa01.shtml,Sad Sam Jones
3665,0,1966-04-19,1966,2,1912,24,1913,/players/k/kentma01.shtml,Maury Kent
3666,0,1966-06-27,1966,2,1912,147,1922,/players/k/krugma01.shtml,Marty Krug
3667,0,1966-11-12,1966,1,1912,1,1912,/players/l/loanmi01.shtml,Mike Loan
3668,0,1966-03-14,1966,9,1911,1015,1919,/players/m/mageele01.shtml,Lee Magee
3669,0,1966-04-06,1966,1,1919,4,1919,/players/m/mapelro01.shtml,Rolla Mapel
3670,0,1966-09-02,1966,3,1918,106,1920,/players/m/mccabbi01.shtml,Bill McCabe
3671,0,1966-06-04,1966,1,1914,7,1914,/players/m/mcconra01.shtml,Ralph McConnaughey
3672,0,1966-01-15,1966,2,1957,2,1958,/players/m/mcilwst01.shtml,Stover McIlwain
3673,0,1966-02-18,1966,15,1920,1831,1934,/players/m/mcmanma01.shtml,Marty McManus
3674,0,1966-07-15,1966,4,1908,297,1912,/players/m/mcmilto01.shtml,Tommy McMillan
3675,0,1966-04-04,1966,2,1923,29,1926,/players/m/mcquahe01.shtml,Herb McQuaid
3676,0,1966-05-07,1966,16,1921,1820,1936,/players/m/millebi02.shtml,Bing Miller
3677,0,1966-11-21,1966,2,1944,7,1945,/players/m/milleha02.shtml,Hack Miller
3678,0,1966-02-04,1966,2,1944,124,1945,/players/m/milosmi01.shtml,Mike Milosevich
3679,0,1966-07-18,1966,1,1912,7,1912,/players/m/moranro01.shtml,Roy Moran
3680,0,1966-11-02,1966,6,1903,141,1910,/players/m/morenle01.shtml,Lew Moren
3681,0,1966-03-25,1966,3,1915,13,1920,/players/m/morribi01.shtml,Bill Morrisette
3682,0,1966-03-20,1966,10,1920,297,1930,/players/m/morrijo04.shtml,Johnny Morrison
3683,0,1966-06-08,1966,1,1918,22,1918,/players/m/munchja01.shtml,Jake Munch
3684,0,1966-06-18,1966,7,1917,183,1924,/players/n/nayloro01.shtml,Rollie Naylor
3685,0,1966-01-14,1966,1,1907,7,1907,/players/n/neuerte01.shtml,Tacks Neuer
3686,0,1966-01-22,1966,2,1919,3,1920,/players/n/newkijo01.shtml,Joel Newkirk
3687,0,1966-03-04,1966,1,1943,3,1943,/players/n/niemeja01.shtml,Jack Niemes
3688,0,1966-03-24,1966,1,1915,3,1915,/players/o/o'brige01.shtml,George O'Brien
3689,0,1966-02-08,1966,6,1911,500,1920,/players/p/paulege01.shtml,Gene Paulette
3690,0,1966-10-30,1966,2,1902,15,1903,/players/p/pearsal01.shtml,Alex Pearson
3691,0,1966-10-23,1966,2,1935,18,1936,/players/p/peersja01.shtml,Jack Peerson
3692,0,1966-09-12,1966,1,1915,24,1915,/players/p/perrypa01.shtml,Parson Perryman
3693,0,1966-07-04,1966,1,1904,7,1904,/players/p/purneje01.shtml,Jesse Purnell
3694,0,1966-02-17,1966,2,1913,55,1915,/players/q/quinlfi01.shtml,Finners Quinlan
3695,0,1966-07-01,1966,3,1921,276,1923,/players/r/rappgo01.shtml,Goldie Rapp
3696,0,1966-01-10,1966,4,1927,331,1930,/players/r/reesera01.shtml,Andy Reese
3697,1,1966-03-09,1966,8,1943,610,1951,/players/r/robinaa01.shtml,Aaron Robinson
3698,0,1966-08-25,1966,1,1912,5,1912,/players/r/rollira01.shtml,Ray Rolling
3699,0,1966-09-29,1966,7,1906,119,1914,/players/r/rowanja01.shtml,Jack Rowan
3700,0,1966-05-26,1966,3,1914,139,1917,/players/r/rumlewi01.shtml,William Rumler
3701,0,1966-08-29,1966,3,1914,82,1927,/players/s/schanbo01.shtml,Bobby Schang
3702,0,1966-10-11,1966,9,1911,1117,1919,/players/s/smithre02.shtml,Red Smith
