,all star,birth date,birth year,experience,first year,games,last year,link,name,position
103,0,4/7/1900,1900,1,1926,1,1926,/players/R/ReagEd20.htm,Ed Reagen,T
104,0,3/21/1900,1900,1,1929,2,1929,/players/R/RiceOr20.htm,Orian Rice,BB-C
105,0,10/11/1900,1900,1,1925,4,1925,/players/R/RiopHo20.htm,Hop Riopel,TB
106,0,5/10/1900,1900,2,1926,11,1927,/players/R/RobeGu20.htm,Guy Roberts,B
107,0,8/23/1900,1900,2,1922,3,1923,/players/R/RobeRe20.htm,Red Roberts,T-E-TB-G
108,0,3/23/1900,1900,7,1924,54,1930,/players/R/RoonCo20.htm,Cobb Rooney,B
109,0,2/22/1900,1900,2,1921,6,1926,/players/S/ScanJo20.htm,John Scanlon,TB-WB
110,0,3/2/1900,1900,1,1925,4,1925,/players/S/SchuDi20.htm,Dick Schuster,G
111,0,11/14/1900,1900,2,1922,9,1924,/players/S/SeasGe20.htm,George Seasholtz,B
112,0,8/10/1900,1900,1,1923,1,1923,/players/S/SetrJo20.htm,Joe Setron,G
113,0,3/25/1900,1900,1,1924,8,1924,/players/S/SmitOl20.htm,Olin Smith,T-G
114,0,1/18/1900,1900,1,1926,10,1926,/players/S/SpeaGl20.htm,Glen Spear,FB-WB-E
115,0,12/23/1900,1900,4,1930,29,1933,/players/S/SteiLa20.htm,Larry Steinbach,T-G
116,0,7/3/1900,1900,1,1926,3,1926,/players/S/SterGi20.htm,Gil Sterr,BB
117,0,2/1/1900,1900,8,1922,101,1930,/players/S/SterJo21.htm,Joey Sternaman,QB-BB/Coach
118,0,4/14/1900,1900,,,,,/coaches/StevMa0.htm,Mal Stevens,Coach
119,0,11/11/1900,1900,1,1924,14,1924,/players/S/StorJa20.htm,Jack Storer,TB
120,0,10/22/1900,1900,1,1925,3,1925,/players/S/StraDu20.htm,Dutch Strassner,E
121,0,4/27/1900,1900,1,1926,2,1926,/players/T/TalbJo20.htm,John Talbot,E
122,0,2/13/1900,1900,2,1924,3,1925,/players/T/ThomJo22.htm,John Thomas,FB
123,0,2/9/1900,1900,1,1926,10,1926,/players/T/ThurJo20.htm,John Thurman,T
124,0,2/2/1900,1900,1,1925,1,1925,/players/T/TobiRe20.htm,Rex Tobin,E
125,0,7/28/1900,1900,2,1923,23,1924,/players/T/TraiMi20.htm,Mike Trainor,WB-HB
126,0,7/25/1900,1900,1,1927,14,1927,/players/T/TryoEd20.htm,Eddie Tryon,TB-WB
127,0,10/1/1900,1900,3,1927,21,1931,/players/V/VessJo20.htm,John Vesser,E
128,0,7/2/1900,1900,3,1925,27,1928,/players/V/VickEr20.htm,Ernie Vick,C-G-T
129,0,3/18/1900,1900,2,1923,13,1925,/players/V/VincRa20.htm,Ralph Vince,G
130,0,8/2/1900,1900,1,1924,1,1924,/players/V/VolgEl20.htm,Elmer Volgenau,G
131,0,4/18/1900,1900,4,1923,30,1926,/players/W/WallDu20.htm,Dutch Wallace,G-C-T
132,0,2/28/1900,1900,4,1925,46,1929,/players/W/WhitBu20.htm,Buck White,FB
133,0,5/17/1900,1900,2,1925,23,1927,/players/W/WhitPh20.htm,Phil White,B
134,0,11/7/1900,1900,1,1924,2,1924,/players/W/WidiBu20.htm,Bud Widick,C-T
135,0,2/28/1900,1900,1,1925,4,1925,/players/W/WilsFr20.htm,Tony Wilsbach,G
136,0,6/2/1900,1900,2,1923,18,1924,/players/W/WintSo20.htm,Sonny Winters,BB-QB
137,0,7/8/1900,1900,1,1922,2,1922,/players/W/WipeDo20.htm,Don Wiper,BB
138,0,8/29/1900,1900,4,1923,26,1927,/players/W/WolfDi20.htm,Dick Wolf,B
139,0,8/25/1900,1900,2,1924,8,1925,/players/Z/ZimmGi20.htm,Giff Zimmerman,WB-TB
140,0,11/12/1900,1900,1,1921,1,1921,/players/Z/ZollMa20.htm,Marty Zoll,G
141,0,7/10/1901,1901,1,1924,8,1924,/players/A/AiliJi20.htm,Jim Ailinger,G
142,0,6/5/1901,1901,1,1928,2,1928,/players/A/AlleEd20.htm,Ed Allen,E
143,0,5/3/1901,1901,1,1925,1,1925,/players/A/AsplLe20.htm,Les Asplundh,FB-BB-WB
144,0,1/17/1901,1901,,,,,/coaches/BachJo0.htm,Joe Bach,Coach
145,0,12/10/1901,1901,1,1928,1,1928,/players/B/BachRi20.htm,Rip Bachor,T
146,0,9/1/1901,1901,1,1926,6,1926,/players/B/BeckAr20.htm,Art Beckley,B
147,0,6/30/1901,1901,4,1925,32,1930,/players/B/BenkHe20.htm,Heinie Benkert,B
148,0,7/30/1901,1901,3,1924,19,1927,/players/B/BerqJa20.htm,Joy Berquist,G
149,0,1/5/1901,1901,1,1925,3,1925,/players/B/BlacCh20.htm,Charlie Black,E
150,0,9/5/1901,1901,5,1925,35,1930,/players/B/BlooAl20.htm,Al Bloodgood,B
151,0,1/21/1901,1901,2,1925,20,1926,/players/B/BomaLy20.htm,Lynn Bomar,E
152,0,2/5/1901,1901,2,1925,24,1926,/players/B/BrudDo20.htm,Doc Bruder,B
153,0,4/29/1901,1901,6,1926,78,1933,/players/B/BuckBi20.htm,Bill Buckler,G-T-E
154,0,11/5/1901,1901,1,1923,9,1923,/players/B/BuffTe20.htm,Ted Buffalo,T-E-G
155,0,8/18/1901,1901,1,1925,3,1925,/players/B/BullGa20.htm,Gale Bullman,E
156,0,9/30/1901,1901,1,1925,5,1925,/players/B/BurkCh20.htm,Chick Burke,WB
157,0,7/3/1901,1901,1,1926,8,1926,/players/C/CameJo20.htm,John Cameron,G
158,0,7/24/1901,1901,1,1926,4,1926,/players/C/CarlWe20.htm,Wes Carlson,G-T
159,0,3/6/1901,1901,1,1925,13,1925,/players/C/CartCh21.htm,Charlie Carton,E-T-G-C
160,0,1/3/1901,1901,1,1924,5,1924,/players/C/CassWa20.htm,Walt Cassidy,E
161,0,12/31/1901,1901,1,1925,3,1925,/players/C/ClemCh20.htm,Chase Clements,T
162,0,10/20/1901,1901,1,1922,3,1922,/players/C/CollBi20.htm,Bill Collins,E
163,0,7/14/1901,1901,1,1926,2,1926,/players/C/ConnWa20.htm,Ward Connell,B-E
164,0,1/14/1901,1901,2,1923,16,1925,/players/C/CottFo20.htm,Forrest Cotton,T
165,0,12/5/1901,1901,3,1927,28,1929,/players/C/CronBi20.htm,Bill Cronin,B-E
166,0,7/10/1901,1901,1,1925,2,1925,/players/C/CrowSa20.htm,Saville Crowther,G-T
167,0,11/3/1901,1901,1,1926,4,1926,/players/C/CurtDo20.htm,Don Curtin,BB
168,0,10/25/1901,1901,2,1926,13,1928,/players/C/CyreHe20.htm,Hector Cyre,T-G-E
169,0,2/13/1901,1901,1,1926,6,1926,/players/D/DougLe21.htm,Leo Douglass,FB-TB
170,0,4/14/1901,1901,1,1929,13,1929,/players/D/DowlPa20.htm,Pat Dowling,E
171,0,8/29/1901,1901,1,1925,4,1925,/players/D/DrayCl20.htm,Clarence Drayer,T
172,0,6/21/1901,1901,8,1924,92,1931,/players/D/DunnRe20.htm,Red Dunn,BB-TB
173,0,12/23/1901,1901,1,1928,11,1928,/players/E/EckhOx20.htm,Ox Eckhardt,FB
174,0,10/16/1901,1901,1,1926,1,1926,/players/E/EideJi20.htm,Jim Eiden,T
175,0,3/19/1901,1901,2,1926,19,1927,/players/E/EnriRe20.htm,Rex Enright,FB
176,0,1/20/1901,1901,1,1923,2,1923,/players/F/FinnJa21.htm,James Finnegan,E-QB
177,0,7/18/1901,1901,1,1925,2,1925,/players/F/FishEd21.htm,Eddie Fisher,G
178,0,8/17/1901,1901,1,1926,2,1926,/players/F/FishGe20.htm,George Fisher,T
179,0,4/9/1901,1901,1,1926,2,1926,/players/F/FlanBi20.htm,Bill Flannigan,T
180,0,4/28/1901,1901,2,1925,18,1926,/players/F/FlanHo20.htm,Hoot Flanagan,TB-WB
181,0,8/15/1901,1901,5,1925,57,1929,/players/F/FleiJa20.htm,Jack Fleischmann,G
182,0,9/30/1901,1901,1,1925,1,1925,/players/F/FlemWi20.htm,Wilmer Fleming,HB
183,0,12/27/1901,1901,1,1926,9,1926,/players/F/FlynFu20.htm,Furlong Flynn,G-T
184,0,7/15/1901,1901,1,1930,9,1930,/players/F/FrumBa20.htm,Babe Frump,G
185,0,10/16/1901,1901,1,1926,3,1926,/players/G/GansAl20.htm,Al Gansberg,E-T
186,0,5/18/1901,1901,2,1925,19,1926,/players/G/GarvFr20.htm,Franny Garvey,E
187,0,7/29/1901,1901,1,1926,9,1926,/players/G/GayeCh20.htm,Chuck Gayer,T
188,0,5/28/1901,1901,3,1923,26,1925,/players/G/GoebPa20.htm,Paul Goebel,E
189,0,1/21/1901,1901,1,1928,8,1928,/players/G/GoodEa20.htm,Earl Goodwin,E
190,0,1/21/1901,1901,1,1928,4,1928,/players/G/GoodMy20.htm,Myrl Goodwin,B-E
191,0,3/1/1901,1901,1,1922,2,1922,/players/G/GreeAl22.htm,Al Greene,HB
192,0,12/22/1901,1901,3,1921,8,1923,/players/G/GrubHe20.htm,Herb Gruber,E
193,0,12/6/1901,1901,1,1926,2,1926,/players/H/HageVe20.htm,Vern Hagenbuckle,E
194,0,10/4/1901,1901,4,1924,55,1927,/players/H/HameTe20.htm,Tex Hamer,B
195,0,4/11/1901,1901,1,1928,13,1928,/players/H/HartBu20.htm,Bug Hartzog,G
196,0,8/27/1901,1901,3,1924,25,1926,/players/H/HillCh21.htm,Charley Hill,TB-QB-FB-BB
197,0,8/6/1901,1901,3,1924,36,1926,/players/H/HoffBi20.htm,Bill Hoffman,G
198,0,7/14/1901,1901,1,1924,6,1924,/players/H/HoulBi20.htm,Bill Houle,BB-QB
199,0,2/1/1901,1901,6,1925,64,1930,/players/H/HowaDo20.htm,Dosey Howard,G-T
200,0,8/27/1901,1901,1,1921,1,1921,/players/H/HoweKa20.htm,Karl Hower,FB
201,0,1/18/1901,1901,1,1926,10,1926,/players/H/HuffDe20.htm,Del Hufford,E
202,0,7/4/1901,1901,2,1926,9,1928,/players/H/HummMa20.htm,Mack Hummon,E
203,0,5/5/1901,1901,1,1924,1,1924,/players/J/JohnOs20.htm,Oscar Johnson,FB
204,0,3/12/1901,1901,1,1924,5,1924,/players/J/JoneKe20.htm,Ken Jones,WB-E
205,0,2/8/1901,1901,1,1923,8,1923,/players/K/KadeMa20.htm,Max Kadesky,E
206,0,10/28/1901,1901,1,1928,4,1928,/players/K/KallEd20.htm,Ed Kallina,T-G
207,0,11/2/1901,1901,2,1924,11,1925,/players/K/KingRa20.htm,Ralph King,G
208,0,9/21/1901,1901,1,1926,7,1926,/players/K/KirkGe20.htm,George Kirk,C
209,0,3/29/1901,1901,2,1922,2,1924,/players/K/KnacGl20.htm,Glenn Knack,G
210,0,6/6/1901,1901,2,1925,15,1926,/players/K/KoppWa20.htm,Walt Koppisch,TB-WB-HB/Coach
211,0,11/11/1901,1901,1,1929,6,1929,/players/K/KostMa20.htm,Marty Kostos,E
212,0,2/15/1901,1901,1,1923,4,1923,/players/K/KovaBi20.htm,Bill Kovacsy,G
213,0,8/9/1901,1901,5,1925,49,1930,/players/K/KozlJo20.htm,Joe Kozlowsky,T-G-E
214,0,9/8/1901,1901,3,1922,16,1925,/players/K/KreiWa20.htm,Walt Kreinheder,C-G-B
215,0,11/14/1901,1901,1,1925,1,1925,/players/K/KutlRu20.htm,Rudy Kutler,G
216,0,10/3/1901,1901,2,1927,5,1929,/players/L/LangCh20.htm,Chick Lang,T
217,0,3/19/1901,1901,3,1924,13,1926,/players/L/LaypJo20.htm,John Layport,G-T
218,0,4/15/1901,1901,1,1926,2,1926,/players/L/LemoCl20.htm,Cliff Lemon,E
219,0,1/26/1901,1901,1,1921,5,1921,/players/L/LensVi20.htm,Vince Lensing,G-T
220,0,9/29/1901,1901,9,1924,105,1932,/players/L/LeweVe20.htm,Verne Lewellen,B
221,0,2/24/1901,1901,1,1926,1,1926,/players/L/LongRo20.htm,Roy Longstreet,C
222,0,1/10/1901,1901,1,1925,7,1925,/players/L/LyncPa20.htm,Paul Lynch,B
223,0,9/5/1901,1901,3,1925,32,1929,/players/M/MaloRe20.htm,Red Maloney,E
224,0,1/23/1901,1901,1,1928,2,1928,/players/M/MareRa20.htm,Ray Marelli,G
225,0,10/23/1901,1901,2,1925,12,1926,/players/M/MaylGe20.htm,Gene Mayl,E
226,0,5/21/1901,1901,1,1926,8,1926,/players/M/McAuJa20.htm,Jack McAuliffe,HB
227,0,11/30/1901,1901,10,1925,106,1934,/players/M/McBrJa20.htm,Jack McBride,FB-TB-HB
228,0,3/18/1901,1901,1,1922,1,1922,/players/M/McGrBr20.htm,Brian McGrath,G
229,0,6/30/1901,1901,1,1926,10,1926,/players/M/McGrDi20.htm,Dick McGrath,C-T
230,0,1/7/1901,1901,2,1925,12,1926,/players/M/McRoWa20.htm,Wade McRoberts,C
231,0,9/18/1901,1901,2,1922,12,1923,/players/M/MehrHa20.htm,Harry Mehre,C/Coach
232,0,1/1/1901,1901,3,1925,30,1928,/players/M/MilsCe20.htm,Century Milstead,T
233,0,1/12/1901,1901,2,1923,15,1927,/players/M/MontSu20.htm,Sully Montgomery,T-C
234,0,7/31/1901,1901,8,1926,99,1933,/players/M/MoraHa20.htm,Hap Moran,B
235,0,6/12/1901,1901,1,1926,10,1926,/players/M/MullBr20.htm,Brick Muller,E/Coach
236,0,6/21/1901,1901,1,1926,8,1926,/players/M/MurpTo20.htm,Tom Murphy,TB-HB
237,0,2/9/1901,1901,2,1925,4,1926,/players/M/MyerTo20.htm,Tommy Myers,B
238,0,12/11/1901,1901,1,1926,3,1926,/players/N/NairRa20.htm,Ralph Nairan,E-WB
239,0,10/10/1901,1901,1,1925,9,1925,/players/N/NoblJi20.htm,Jim Noble,E
240,0,12/11/1901,1901,1,1926,7,1926,/players/N/NonnIk20.htm,Ike Nonnemaker,E-BB
241,0,4/27/1901,1901,1,1929,7,1929,/players/O/OasxBe20.htm,Ben Oas,C-BB
242,0,2/15/1901,1901,2,1924,7,1926,/players/P/PalmCh20.htm,Chuck Palmer,BB-WB
243,0,1/9/1901,1901,4,1925,18,1928,/players/P/ParnBa20.htm,Babe Parnell,T-G
244,0,3/24/1901,1901,1,1926,7,1926,/players/P/PearHa20.htm,Harley Pearce,E-B
245,0,10/31/1901,1901,9,1927,93,1935,/players/P/PerrCl20.htm,Claude Perry,T-G-E
246,0,12/23/1901,1901,1,1926,5,1926,/players/P/PittRa20.htm,Ralph Pittman,BB-WB
247,0,9/1/1901,1901,1,1926,2,1926,/players/P/PlumTe20.htm,Ted Plumridge,C
248,0,1/15/1901,1901,1,1929,9,1929,/players/P/PoliJo20.htm,John Polisky,G-T
249,0,12/23/1901,1901,2,1927,25,1928,/players/P/PritBi20.htm,Bill Pritchard,B
250,0,3/19/1901,1901,2,1925,7,1926,/players/R/ReicCh20.htm,Chuck Reichow,B
251,0,11/7/1901,1901,1,1929,1,1929,/players/R/RichTe20.htm,Ted Richards,E
252,0,3/8/1901,1901,2,1924,16,1925,/players/R/RobeJa22.htm,James Robertson,B
253,0,8/7/1901,1901,1,1929,5,1929,/players/R/RodrJe20.htm,Jess Rodriguez,TB
254,0,1/27/1901,1901,,,,,/players/R/RoonAr0a.htm,Art Rooney,
255,0,5/26/1901,1901,1,1922,2,1922,/players/S/SandJo20.htm,Joe Sanders,G-E
256,0,10/7/1901,1901,1,1926,6,1926,/players/S/SchwTe20.htm,Ted Schwarzer,G-C
257,0,6/8/1901,1901,1,1924,9,1924,/players/S/ScotNe20.htm,Ned Scott,T
258,0,2/2/1901,1901,1,1926,1,1926,/players/S/SeedFr20.htm,Frank Seeds,WB
259,0,8/13/1901,1901,2,1925,17,1926,/players/S/SeidRe20.htm,Red Seidelson,G-T
260,0,1/9/1901,1901,1,1926,1,1926,/players/S/ShelJa20.htm,James Sheldon,E
261,0,1/22/1901,1901,1,1924,6,1924,/players/S/SimoJo20.htm,John Simons,FB-E
262,0,5/19/1901,1901,1,1927,2,1927,/players/S/SkeaGi20.htm,Gil Skeate,FB
263,0,4/6/1901,1901,1,1922,1,1922,/players/S/SpelFr20.htm,Frank Spellacy,E
264,0,11/3/1901,1901,2,1928,11,1929,/players/S/SpenJi20.htm,Jim Spencer,G
265,0,8/25/1901,1901,2,1926,9,1927,/players/S/StifJi20.htm,Jim Stifler,E-WB
266,0,9/23/1901,1901,4,1925,53,1929,/players/S/StocHu20.htm,Hust Stockton,FB-TB-HB
267,0,8/8/1901,1901,1,1926,1,1926,/players/S/StueMe20.htm,Mel Stuessy,T
268,0,10/14/1901,1901,1,1926,1,1926,/players/S/StuhHa20.htm,Harry Stuhldreher,TB
269,0,8/17/1901,1901,2,1925,17,1926,/players/S/SweeFr20.htm,Fred Sweet,B
270,0,1/27/1901,1901,2,1925,10,1926,/players/T/ThomAl20.htm,Alvie Thompson,T-G
271,0,2/12/1901,1901,1,1925,8,1925,/players/V/VanDCh20.htm,Chase Van Dyne,T
272,0,11/23/1901,1901,2,1927,8,1929,/players/V/VanHCh20.htm,Charlie Van Horn,B
273,0,3/18/1901,1901,1,1925,12,1925,/players/V/VergGe20.htm,George Vergara,E
274,0,10/22/1901,1901,1,1927,4,1927,/players/W/WaldTi20.htm,Tim Waldron,G-C
275,0,12/4/1901,1901,,,,,/coaches/WalsAd0.htm,Adam Walsh,Coach
276,0,12/15/1901,1901,6,1924,42,1930,/players/W/WebbDu20.htm,Dutch Webber,E-B
