,Unnamed: 0,all star,birth date,birth year,experience,first year,games,last year,link,name,position,age,death date,death year
16,16.0,0.0,5/7/1900,1900.0,3.0,1921.0,8.0,1923.0,/players/B/BoldCh20.htm,Chase Boldt,B,73.0,5/16/1973,1973.0
17,17.0,0.0,4/17/1900,1900.0,2.0,1925.0,17.0,1926.0,/players/B/BrisOb20.htm,Obie Bristow,B,69.0,12/22/1969,1969.0
18,18.0,0.0,12/19/1900,1900.0,2.0,1925.0,23.0,1926.0,/players/B/BuchFr20.htm,Frank Bucher,E,70.0,3/20/1971,1971.0
19,19.0,0.0,5/19/1900,1900.0,1.0,1923.0,2.0,1923.0,/players/B/BurgEa20.htm,Earl Burgner,BB-WB,69.0,1/11/1970,1970.0
20,20.0,0.0,8/19/1900,1900.0,1.0,1926.0,9.0,1926.0,/players/B/BurkJo21.htm,Joe Burks,C,67.0,7/6/1968,1968.0
21,21.0,0.0,9/11/1900,1900.0,1.0,1924.0,2.0,1924.0,/players/B/BurtHa20.htm,Hal Burt,G,78.0,4/17/1979,1979.0
22,22.0,0.0,5/21/1900,1900.0,2.0,1924.0,8.0,1925.0,/players/B/BurtLy20.htm,Lyle Burton,G-T-FB,61.0,2/8/1962,1962.0
23,23.0,0.0,12/15/1900,1900.0,2.0,1924.0,2.0,1925.0,/players/B/BurtRu20.htm,Russ Burt,WB-FB,77.0,4/7/1978,1978.0
24,24.0,0.0,5/22/1900,1900.0,4.0,1926.0,31.0,1929.0,/players/C/CahoTi20.htm,Tiny Cahoon,T,72.0,2/3/1973,1973.0
25,25.0,0.0,8/1/1900,1900.0,1.0,1926.0,6.0,1926.0,/players/C/CalhEr20.htm,Eric Calhoun,T-G,74.0,9/24/1974,1974.0
26,26.0,0.0,4/17/1900,1900.0,3.0,1924.0,18.0,1926.0,/players/C/CarlOk20.htm,Oke Carlson,T-G-C,63.0,8/17/1963,1963.0
27,27.0,0.0,9/23/1900,1900.0,2.0,1925.0,17.0,1926.0,/players/C/CarnAr20.htm,Art Carney,G-E,61.0,3/24/1962,1962.0
28,28.0,0.0,8/25/1900,1900.0,1.0,1922.0,3.0,1922.0,/players/C/CarnCh20.htm,Chuck Carney,T-G,84.0,9/5/1984,1984.0
29,29.0,0.0,11/3/1900,1900.0,2.0,1922.0,13.0,1923.0,/players/C/CearLl20.htm,Lloyd Cearing,B,57.0,11/1/1958,1958.0
30,30.0,0.0,1/6/1900,1900.0,1.0,1929.0,5.0,1929.0,/players/C/ClarBi22.htm,Bill Clarkin,T-G,82.0,12/7/1982,1982.0
31,31.0,0.0,11/26/1900,1900.0,1.0,1927.0,7.0,1927.0,/players/C/ClarPo20.htm,Pots Clark,HB,72.0,9/18/1973,1973.0
32,32.0,0.0,6/10/1900,1900.0,1.0,1926.0,1.0,1926.0,/players/C/ComeHo20.htm,Hook Comer,FB,50.0,6/28/1950,1950.0
33,33.0,0.0,9/14/1900,1900.0,3.0,1923.0,20.0,1925.0,/players/D/DeClFr20.htm,Frank DeClerk,C,28.0,6/5/1929,1929.0
34,34.0,0.0,4/4/1900,1900.0,2.0,1924.0,6.0,1925.0,/players/D/DeStFr20.htm,Fred DeStefano,B,74.0,6/27/1974,1974.0
35,35.0,0.0,6/9/1900,1900.0,2.0,1924.0,16.0,1926.0,/players/D/DeWiRu20.htm,Rufe DeWitz,B,83.0,3/0/1984,1984.0
36,36.0,0.0,9/25/1900,1900.0,1.0,1926.0,2.0,1926.0,/players/D/DonlJi20.htm,Jim Donlin,G,57.0,11/25/1957,1957.0
37,37.0,0.0,4/6/1900,1900.0,5.0,1922.0,39.0,1931.0,/players/E/ElliDo20.htm,Doc Elliott,B,75.0,1/11/1976,1976.0
38,38.0,0.0,8/13/1900,1900.0,2.0,1921.0,16.0,1922.0,/players/E/EnglHa20.htm,Harry Englund,E-HB,88.0,3/16/1989,1989.0
39,39.0,0.0,4/2/1900,1900.0,1.0,1926.0,1.0,1926.0,/players/E/EtelCa20.htm,Carl Etelman,B,63.0,12/19/1963,1963.0
40,40.0,0.0,4/14/1900,1900.0,5.0,1925.0,55.0,1929.0,/players/E/EvanEa20.htm,Earl Evans,T-G,91.0,12/5/1991,1991.0
41,41.0,0.0,3/30/1900,1900.0,1.0,1926.0,2.0,1926.0,/players/F/FiscCl20.htm,Clarke Fischer,HB,79.0,10/21/1979,1979.0
42,42.0,0.0,7/30/1900,1900.0,1.0,1925.0,16.0,1925.0,/players/F/FitzBo20.htm,Bob Fitzke,WB,49.0,6/30/1950,1950.0
43,43.0,0.0,8/8/1900,1900.0,1.0,1926.0,12.0,1926.0,/players/F/FlahDi20.htm,Dick Flaherty,E,83.0,2/4/1984,1984.0
44,44.0,0.0,1/25/1900,1900.0,2.0,1923.0,3.0,1924.0,/players/F/FlavJa20.htm,Jack Flavin,FB,65.0,7/8/1965,1965.0
45,45.0,0.0,4/22/1900,1900.0,1.0,1920.0,9.0,1920.0,/players/F/FlorPa20.htm,Paul Florence,E,86.0,5/28/1986,1986.0
46,46.0,0.0,2/20/1900,1900.0,8.0,1922.0,80.0,1931.0,/players/G/GarvHe20.htm,Hec Garvey,G-E-T-C,73.0,9/22/1973,1973.0
47,47.0,0.0,4/10/1900,1900.0,1.0,1923.0,2.0,1923.0,/players/G/GavaMi20.htm,Mike Gavagan,FB-BB,56.0,1/9/1957,1957.0
48,48.0,0.0,1/8/1900,1900.0,2.0,1925.0,14.0,1926.0,/players/G/GayxCh20.htm,Chet Gay,G-T-C,78.0,3/11/1978,1978.0
49,49.0,0.0,12/5/1900,1900.0,2.0,1922.0,5.0,1923.0,/players/G/GibsDi20.htm,Dick Gibson,T-G,67.0,11/23/1968,1968.0
50,50.0,0.0,12/19/1900,1900.0,4.0,1923.0,17.0,1926.0,/players/G/GilbWa20.htm,Wally Gilbert,TB-WB,57.0,9/7/1958,1958.0
51,51.0,0.0,12/11/1900,1900.0,1.0,1923.0,1.0,1923.0,/players/G/GiugPa20.htm,Patsy Giugliano,BB,75.0,5/0/1976,1976.0
52,52.0,0.0,2/19/1900,1900.0,2.0,1921.0,15.0,1922.0,/players/G/GlasMo20.htm,Morris Glassman,E,79.0,2/18/1980,1980.0
53,53.0,0.0,4/23/1900,1900.0,1.0,1922.0,6.0,1922.0,/players/G/GlicEd20.htm,Ed Glick,B,76.0,8/13/1976,1976.0
54,54.0,0.0,5/25/1900,1900.0,3.0,1925.0,28.0,1929.0,/players/G/GoleAr20.htm,Archie Golembeski,E-G-C/Coach,75.0,3/9/1976,1976.0
55,55.0,0.0,1/16/1900,1900.0,1.0,1923.0,5.0,1923.0,/players/G/GorgAl20.htm,Alex Gorgal,FB-WB,86.0,6/1/1986,1986.0
56,56.0,0.0,12/11/1900,1900.0,1.0,1926.0,2.0,1926.0,/players/G/GrahFr20.htm,Fred Graham,E,51.0,8/29/1952,1952.0
57,57.0,0.0,10/9/1900,1900.0,1.0,1926.0,2.0,1926.0,/players/G/GreeVe20.htm,Vee Green,T,66.0,5/13/1967,1967.0
58,58.0,0.0,11/27/1900,1900.0,1.0,1926.0,5.0,1926.0,/players/G/GrigHa20.htm,Hal Griggs,WB-HB,87.0,12/29/1987,1987.0
59,59.0,0.0,7/29/1900,1900.0,5.0,1923.0,48.0,1927.0,/players/G/GuliMi20.htm,Mike Gulian,T,69.0,1/10/1970,1970.0
60,60.0,0.0,10/29/1900,1900.0,2.0,1923.0,17.0,1924.0,/players/H/HallDi21.htm,Death Halladay,E-WB,88.0,11/12/1988,1988.0
61,61.0,0.0,6/22/1900,1900.0,4.0,1922.0,18.0,1926.0,/players/H/HeinFr20.htm,Fritz Heinisch,E-B,83.0,12/22/1983,1983.0
62,62.0,0.0,5/2/1900,1900.0,2.0,1923.0,7.0,1926.0,/players/H/HeldJa20.htm,Jack Heldt,G-C/Coach,85.0,5/6/1985,1985.0
63,63.0,0.0,10/12/1900,1900.0,2.0,1927.0,5.0,1928.0,/players/H/HipaSa20.htm,Sam Hipa,E,61.0,10/17/1961,1961.0
64,64.0,0.0,9/2/1900,1900.0,2.0,1920.0,3.0,1921.0,/players/H/HoleEr20.htm,Ernie Hole,G,68.0,3/15/1969,1969.0
65,65.0,0.0,11/23/1900,1900.0,2.0,1926.0,4.0,1927.0,/players/H/HowaRe20.htm,Red Howard,G,72.0,5/29/1973,1973.0
66,66.0,0.0,5/3/1900,1900.0,1.0,1921.0,1.0,1921.0,/players/H/HowsBi20.htm,Bill Howser,G-T,,,
67,67.0,0.0,10/31/1900,1900.0,9.0,1927.0,105.0,1936.0,/players/H/HubbCa20.htm,Cal Hubbard,T-E-DE-G,76.0,10/17/1977,1977.0
68,68.0,0.0,9/16/1900,1900.0,1.0,1923.0,3.0,1923.0,/players/H/HuntBe20.htm,Ben Hunt,T,80.0,6/0/1981,1981.0
69,69.0,0.0,11/27/1900,1900.0,1.0,1928.0,5.0,1928.0,/players/I/IllmTe20.htm,Ted Illman,B,61.0,3/29/1962,1962.0
70,70.0,0.0,1/26/1900,1900.0,1.0,1926.0,3.0,1926.0,/players/J/JameLe20.htm,Lefty Jamerson,E,80.0,8/4/1980,1980.0
71,71.0,0.0,2/15/1900,1900.0,1.0,1926.0,9.0,1926.0,/players/J/JawiHe20.htm,Heinie Jawish,T-G,41.0,3/14/1941,1941.0
72,72.0,0.0,2/22/1900,1900.0,2.0,1923.0,6.0,1924.0,/players/J/JohnEd20.htm,Ed Johns,G,84.0,12/2/1984,1984.0
73,73.0,0.0,5/1/1900,1900.0,2.0,1926.0,14.0,1928.0,/players/K/KeefJa20.htm,Jack Keefer,TB-HB-FB,66.0,8/3/1966,1966.0
74,74.0,0.0,2/6/1900,1900.0,1.0,1925.0,1.0,1925.0,/players/K/KennJi20.htm,Jimmy Kennedy,FB,74.0,9/22/1974,1974.0
75,75.0,0.0,10/23/1900,1900.0,1.0,1923.0,11.0,1923.0,/players/K/KileRo20.htm,Roger Kiley,E,73.0,9/9/1974,1974.0
76,76.0,0.0,10/23/1900,1900.0,1.0,1923.0,2.0,1923.0,/players/L/LeapWe20.htm,Wes Leaper,E,57.0,1/30/1958,1958.0
77,77.0,0.0,3/13/1900,1900.0,1.0,1926.0,8.0,1926.0,/players/L/LestPi20.htm,Pinky Lester,E-T,71.0,1/1/1972,1972.0
78,78.0,0.0,8/25/1900,1900.0,3.0,1926.0,26.0,1930.0,/players/L/LidbCu20.htm,Cully Lidberg,FB,86.0,6/26/1987,1987.0
79,79.0,0.0,12/22/1900,1900.0,1.0,1923.0,7.0,1923.0,/players/M/MahoJo20.htm,John Mahoney,B-E,70.0,11/28/1971,1971.0
80,80.0,0.0,11/20/1900,1900.0,1.0,1926.0,7.0,1926.0,/players/M/MannJi20.htm,Jim Manning,TB-HB,72.0,8/5/1973,1973.0
81,81.0,0.0,12/8/1900,1900.0,1.0,1921.0,1.0,1921.0,/players/M/MartHe20.htm,Herman Martell,E,56.0,10/27/1957,1957.0
82,82.0,0.0,8/20/1900,1900.0,3.0,1923.0,17.0,1925.0,/players/M/MartRo21.htm,Roy Martineau,G-FB-T,61.0,10/25/1961,1961.0
83,83.0,0.0,10/19/1900,1900.0,2.0,1924.0,6.0,1925.0,/players/M/McCaVi20.htm,Vince McCarthy,B-E,92.0,3/17/1993,1993.0
84,84.0,0.0,8/23/1900,1900.0,1.0,1927.0,5.0,1927.0,/players/M/McCoFr20.htm,Frank McConnell,G,85.0,11/26/1985,1985.0
85,85.0,0.0,3/20/1900,1900.0,2.0,1921.0,3.0,1926.0,/players/M/McDoJo20.htm,John McDonald,T-G,,,
86,86.0,0.0,11/22/1900,1900.0,1.0,1925.0,1.0,1925.0,/players/M/McGoHu20.htm,Hugh McGoldrick,T-E,64.0,10/7/1965,1965.0
87,87.0,0.0,4/1/1900,1900.0,3.0,1923.0,28.0,1925.0,/players/M/MichAl20.htm,Al Michaels,TB-FB,72.0,10/21/1972,1972.0
88,89.0,0.0,2/27/1900,1900.0,5.0,1923.0,56.0,1927.0,/players/M/MullVe20.htm,Vern Mullen,E-HB,80.0,9/14/1980,1980.0
89,90.0,0.0,9/5/1900,1900.0,2.0,1922.0,13.0,1923.0,/players/M/MurrWi20.htm,Bill Murrah,C-G,55.0,6/1/1956,1956.0
90,91.0,0.0,4/27/1900,1900.0,2.0,1925.0,17.0,1926.0,/players/N/NewmOb20.htm,Obie Newman,E-TB-WB,49.0,6/4/1949,1949.0
91,92.0,0.0,7/29/1900,1900.0,2.0,1924.0,22.0,1925.0,/players/N/NoblDa20.htm,Dave Noble,WB,82.0,1/24/1983,1983.0
92,93.0,0.0,11/12/1900,1900.0,2.0,1924.0,15.0,1925.0,/players/O/OConMi20.htm,Milt O'Connell,E,27.0,5/18/1928,1928.0
93,94.0,0.0,7/31/1900,1900.0,9.0,1923.0,92.0,1931.0,/players/O/ODonDi20.htm,Dick O'Donnell,E,46.0,1/19/1947,1947.0
94,95.0,0.0,11/17/1900,1900.0,1.0,1926.0,3.0,1926.0,/players/O/OrwoOs20.htm,Ossie Orwoll,HB,66.0,5/8/1967,1967.0
95,96.0,0.0,12/15/1900,1900.0,2.0,1923.0,11.0,1924.0,/players/P/PahlLo20.htm,Louie Pahl,WB-FB,65.0,3/1/1966,1966.0
96,97.0,0.0,3/24/1900,1900.0,1.0,1921.0,3.0,1921.0,/players/P/PattGo20.htm,Gordon Patterson,E,91.0,4/14/1991,1991.0
97,98.0,0.0,2/1/1900,1900.0,3.0,1924.0,21.0,1926.0,/players/P/PetcBo20.htm,Boni Petcoff,T,65.0,8/5/1965,1965.0
98,99.0,0.0,6/20/1900,1900.0,3.0,1928.0,18.0,1932.0,/players/P/PlanTo20.htm,Tony Plansky,B,78.0,2/10/1979,1979.0
99,100.0,0.0,4/4/1900,1900.0,1.0,1923.0,1.0,1923.0,/players/Q/QuasJo20.htm,John Quast,E,66.0,8/9/1966,1966.0
100,101.0,0.0,4/10/1900,1900.0,1.0,1923.0,2.0,1923.0,/players/R/RandHa20.htm,Harry Randolph,HB,57.0,12/3/1957,1957.0
101,102.0,0.0,8/5/1900,1900.0,3.0,1926.0,26.0,1928.0,/players/R/RandPr20.htm,Proc Randels,E,32.0,1/17/1933,1933.0
102,103.0,0.0,4/7/1900,1900.0,1.0,1926.0,1.0,1926.0,/players/R/ReagEd20.htm,Ed Reagen,T,83.0,10/15/1983,1983.0
103,104.0,0.0,3/21/1900,1900.0,1.0,1929.0,2.0,1929.0,/players/R/RiceOr20.htm,Orian Rice,BB-C,68.0,5/1/1968,1968.0
104,105.0,0.0,10/11/1900,1900.0,1.0,1925.0,4.0,1925.0,/players/R/RiopHo20.htm,Hop Riopel,TB,65.0,9/4/1966,1966.0
105,106.0,0.0,5/10/1900,1900.0,2.0,1926.0,11.0,1927.0,/players/R/RobeGu20.htm,Guy Roberts,B,93.0,6/8/1993,1993.0
106,107.0,0.0,8/23/1900,1900.0,2.0,1922.0,3.0,1923.0,/players/R/RobeRe20.htm,Red Roberts,T-E-TB-G,44.0,6/27/1945,1945.0
107,108.0,0.0,3/23/1900,1900.0,7.0,1924.0,54.0,1930.0,/players/R/RoonCo20.htm,Cobb Rooney,B,73.0,5/14/1973,1973.0
108,109.0,0.0,2/22/1900,1900.0,2.0,1921.0,6.0,1926.0,/players/S/ScanJo20.htm,John Scanlon,TB-WB,,,
109,110.0,0.0,3/2/1900,1900.0,1.0,1925.0,4.0,1925.0,/players/S/SchuDi20.htm,Dick Schuster,G,79.0,2/8/1980,1980.0
110,111.0,0.0,11/14/1900,1900.0,2.0,1922.0,9.0,1924.0,/players/S/SeasGe20.htm,George Seasholtz,B,44.0,4/11/1945,1945.0
111,112.0,0.0,8/10/1900,1900.0,1.0,1923.0,1.0,1923.0,/players/S/SetrJo20.htm,Joe Setron,G,58.0,9/25/1958,1958.0
112,113.0,0.0,3/25/1900,1900.0,1.0,1924.0,8.0,1924.0,/players/S/SmitOl20.htm,Olin Smith,T-G,66.0,5/4/1966,1966.0
113,114.0,0.0,1/18/1900,1900.0,1.0,1926.0,10.0,1926.0,/players/S/SpeaGl20.htm,Glen Spear,FB-WB-E,71.0,12/19/1971,1971.0
114,115.0,0.0,12/23/1900,1900.0,4.0,1930.0,29.0,1933.0,/players/S/SteiLa20.htm,Larry Steinbach,T-G,96.0,6/0/1997,1997.0
115,116.0,0.0,7/3/1900,1900.0,1.0,1926.0,3.0,1926.0,/players/S/SterGi20.htm,Gil Sterr,BB,73.0,3/12/1974,1974.0
116,117.0,0.0,2/1/1900,1900.0,8.0,1922.0,101.0,1930.0,/players/S/SterJo21.htm,Joey Sternaman,QB-BB/Coach,88.0,3/10/1988,1988.0
117,119.0,0.0,11/11/1900,1900.0,1.0,1924.0,14.0,1924.0,/players/S/StorJa20.htm,Jack Storer,TB,26.0,1/16/1927,1927.0
118,120.0,0.0,10/22/1900,1900.0,1.0,1925.0,3.0,1925.0,/players/S/StraDu20.htm,Dutch Strassner,E,64.0,3/15/1965,1965.0
119,121.0,0.0,4/27/1900,1900.0,1.0,1926.0,2.0,1926.0,/players/T/TalbJo20.htm,John Talbot,E,81.0,12/5/1981,1981.0
120,122.0,0.0,2/13/1900,1900.0,2.0,1924.0,3.0,1925.0,/players/T/ThomJo22.htm,John Thomas,FB,77.0,8/19/1977,1977.0
121,123.0,0.0,2/9/1900,1900.0,1.0,1926.0,10.0,1926.0,/players/T/ThurJo20.htm,John Thurman,T,76.0,3/5/1976,1976.0
122,124.0,0.0,2/2/1900,1900.0,1.0,1925.0,1.0,1925.0,/players/T/TobiRe20.htm,Rex Tobin,E,,,
123,125.0,0.0,7/28/1900,1900.0,2.0,1923.0,23.0,1924.0,/players/T/TraiMi20.htm,Mike Trainor,WB-HB,67.0,9/21/1967,1967.0
124,126.0,0.0,7/25/1900,1900.0,1.0,1927.0,14.0,1927.0,/players/T/TryoEd20.htm,Eddie Tryon,TB-WB,81.0,5/1/1982,1982.0
125,127.0,0.0,10/1/1900,1900.0,3.0,1927.0,21.0,1931.0,/players/V/VessJo20.htm,John Vesser,E,95.0,3/20/1996,1996.0
126,128.0,0.0,7/2/1900,1900.0,3.0,1925.0,27.0,1928.0,/players/V/VickEr20.htm,Ernie Vick,C-G-T,80.0,7/16/1980,1980.0
127,129.0,0.0,3/18/1900,1900.0,2.0,1923.0,13.0,1925.0,/players/V/VincRa20.htm,Ralph Vince,G,96.0,10/29/1996,1996.0
128,130.0,0.0,8/2/1900,1900.0,1.0,1924.0,1.0,1924.0,/players/V/VolgEl20.htm,Elmer Volgenau,G,65.0,12/6/1965,1965.0
129,131.0,0.0,4/18/1900,1900.0,4.0,1923.0,30.0,1926.0,/players/W/WallDu20.htm,Dutch Wallace,G-C-T,76.0,2/0/1977,1977.0
130,132.0,0.0,2/28/1900,1900.0,4.0,1925.0,46.0,1929.0,/players/W/WhitBu20.htm,Buck White,FB,93.0,5/15/1993,1993.0
131,133.0,0.0,5/17/1900,1900.0,2.0,1925.0,23.0,1927.0,/players/W/WhitPh20.htm,Phil White,B,82.0,5/29/1982,1982.0
132,134.0,0.0,11/7/1900,1900.0,1.0,1924.0,2.0,1924.0,/players/W/WidiBu20.htm,Bud Widick,C-T,67.0,2/3/1968,1968.0
133,135.0,0.0,2/28/1900,1900.0,1.0,1925.0,4.0,1925.0,/players/W/WilsFr20.htm,Tony Wilsbach,G,61.0,1/15/1962,1962.0
134,136.0,0.0,6/2/1900,1900.0,2.0,1923.0,18.0,1924.0,/players/W/WintSo20.htm,Sonny Winters,BB-QB,45.0,10/5/1945,1945.0
135,137.0,0.0,7/8/1900,1900.0,1.0,1922.0,2.0,1922.0,/players/W/WipeDo20.htm,Don Wiper,BB,61.0,11/8/1961,1961.0
136,138.0,0.0,8/29/1900,1900.0,4.0,1923.0,26.0,1927.0,/players/W/WolfDi20.htm,Dick Wolf,B,66.0,6/28/1967,1967.0
137,139.0,0.0,8/25/1900,1900.0,2.0,1924.0,8.0,1925.0,/players/Z/ZimmGi20.htm,Giff Zimmerman,WB-TB,68.0,11/27/1968,1968.0
138,140.0,0.0,11/12/1900,1900.0,1.0,1921.0,1.0,1921.0,/players/Z/ZollMa20.htm,Marty Zoll,G,66.0,10/0/1967,1967.0
139,141.0,0.0,7/10/1901,1901.0,1.0,1924.0,8.0,1924.0,/players/A/AiliJi20.htm,Jim Ailinger,G,99.0,3/27/2001,2001.0
140,142.0,0.0,6/5/1901,1901.0,1.0,1928.0,2.0,1928.0,/players/A/AlleEd20.htm,Ed Allen,E,78.0,8/0/1979,1979.0
141,143.0,0.0,5/3/1901,1901.0,1.0,1925.0,1.0,1925.0,/players/A/AsplLe20.htm,Les Asplundh,FB-BB-WB,83.0,5/3/1984,1984.0
142,145.0,0.0,12/10/1901,1901.0,1.0,1928.0,1.0,1928.0,/players/B/BachRi20.htm,Rip Bachor,T,58.0,12/11/1959,1959.0
143,146.0,0.0,9/1/1901,1901.0,1.0,1926.0,6.0,1926.0,/players/B/BeckAr20.htm,Art Beckley,B,63.0,1/6/1965,1965.0
144,147.0,0.0,6/30/1901,1901.0,4.0,1925.0,32.0,1930.0,/players/B/BenkHe20.htm,Heinie Benkert,B,71.0,7/15/1972,1972.0
145,148.0,0.0,7/30/1901,1901.0,3.0,1924.0,19.0,1927.0,/players/B/BerqJa20.htm,Joy Berquist,G,40.0,5/18/1942,1942.0
146,149.0,0.0,1/5/1901,1901.0,1.0,1925.0,3.0,1925.0,/players/B/BlacCh20.htm,Charlie Black,E,87.0,12/14/1988,1988.0
147,150.0,0.0,9/5/1901,1901.0,5.0,1925.0,35.0,1930.0,/players/B/BlooAl20.htm,Al Bloodgood,B,45.0,3/26/1947,1947.0
148,151.0,0.0,1/21/1901,1901.0,2.0,1925.0,20.0,1926.0,/players/B/BomaLy20.htm,Lynn Bomar,E,63.0,6/11/1964,1964.0
149,152.0,0.0,2/5/1901,1901.0,2.0,1925.0,24.0,1926.0,/players/B/BrudDo20.htm,Doc Bruder,B,51.0,11/13/1952,1952.0
150,153.0,0.0,4/29/1901,1901.0,6.0,1926.0,78.0,1933.0,/players/B/BuckBi20.htm,Bill Buckler,G-T-E,78.0,6/20/1979,1979.0
151,154.0,0.0,11/5/1901,1901.0,1.0,1923.0,9.0,1923.0,/players/B/BuffTe20.htm,Ted Buffalo,T-E-G,67.0,8/19/1969,1969.0
152,155.0,0.0,8/18/1901,1901.0,1.0,1925.0,3.0,1925.0,/players/B/BullGa20.htm,Gale Bullman,E,75.0,6/24/1977,1977.0
153,156.0,0.0,9/30/1901,1901.0,1.0,1925.0,5.0,1925.0,/players/B/BurkCh20.htm,Chick Burke,WB,71.0,5/20/1973,1973.0
154,157.0,0.0,7/3/1901,1901.0,1.0,1926.0,8.0,1926.0,/players/C/CameJo20.htm,John Cameron,G,73.0,12/29/1974,1974.0
155,158.0,0.0,7/24/1901,1901.0,1.0,1926.0,4.0,1926.0,/players/C/CarlWe20.htm,Wes Carlson,G-T,87.0,7/12/1989,1989.0
156,159.0,0.0,3/6/1901,1901.0,1.0,1925.0,13.0,1925.0,/players/C/CartCh21.htm,Charlie Carton,E-T-G-C,50.0,6/9/1951,1951.0
157,160.0,0.0,1/3/1901,1901.0,1.0,1924.0,5.0,1924.0,/players/C/CassWa20.htm,Walt Cassidy,E,43.0,12/27/1944,1944.0
158,161.0,0.0,12/31/1901,1901.0,1.0,1925.0,3.0,1925.0,/players/C/ClemCh20.htm,Chase Clements,T,69.0,8/8/1971,1971.0
159,162.0,0.0,10/20/1901,1901.0,1.0,1922.0,3.0,1922.0,/players/C/CollBi20.htm,Bill Collins,E,74.0,1/24/1976,1976.0
160,163.0,0.0,7/14/1901,1901.0,1.0,1926.0,2.0,1926.0,/players/C/ConnWa20.htm,Ward Connell,B-E,44.0,2/7/1946,1946.0
161,164.0,0.0,1/14/1901,1901.0,2.0,1923.0,16.0,1925.0,/players/C/CottFo20.htm,Forrest Cotton,T,66.0,3/6/1967,1967.0
162,165.0,0.0,12/5/1901,1901.0,3.0,1927.0,28.0,1929.0,/players/C/CronBi20.htm,Bill Cronin,B-E,54.0,3/16/1956,1956.0
163,166.0,0.0,7/10/1901,1901.0,1.0,1925.0,2.0,1925.0,/players/C/CrowSa20.htm,Saville Crowther,G-T,60.0,7/8/1962,1962.0
164,167.0,0.0,11/3/1901,1901.0,1.0,1926.0,4.0,1926.0,/players/C/CurtDo20.htm,Don Curtin,BB,61.0,3/17/1963,1963.0
165,168.0,0.0,10/25/1901,1901.0,2.0,1926.0,13.0,1928.0,/players/C/CyreHe20.htm,Hector Cyre,T-G-E,69.0,8/5/1971,1971.0
166,169.0,0.0,2/13/1901,1901.0,1.0,1926.0,6.0,1926.0,/players/D/DougLe21.htm,Leo Douglass,FB-TB,84.0,4/3/1985,1985.0
167,170.0,0.0,4/14/1901,1901.0,1.0,1929.0,13.0,1929.0,/players/D/DowlPa20.htm,Pat Dowling,E,83.0,7/14/1984,1984.0
168,171.0,0.0,8/29/1901,1901.0,1.0,1925.0,4.0,1925.0,/players/D/DrayCl20.htm,Clarence Drayer,T,76.0,10/8/1977,1977.0
